cod_autor|nome_completo
974|BRASIL. Ministério da Educação e Cultura. Coordenação de Aperfeiçoamento de Pessoal
975|Ferrez, Gilberto
976|Clausen, Alden
977|BRASIL. Secretaria de Assuntos Culturais do MEC
978|Rodrigues, Maria Lucia de Souza
979|Coelho, H. V. Castro
980|Monteiro, John Manuel
982|Bueno, Francisco de Assis Vieira
983|Brito, Raimundo Soares de
984|Brito, Víctor de
985|Mariani, Ricardo
986|Velho, Gilberto
987|Reis, Elisa Pereira
988|Peixoto, Celina Vargas do Amaral
989|Berquo, Elza
990|Lopes, Juarez Rubens Brandão
991|Rosemberg, Fulvia
992|Weber, Silke
993|Melo, Fernando Homem de
994|Thomas, Franklin
995|Machado, Mário Brockmann
996|Rosa, Alcebiades Francisco da
998|Magalhães, Adelino
999|Cerqueira, Epitácio Pedreira de
1000|Pereira, Leonardo Affonso de Miranda
1001|Moura, Roberto
1002|Soares, Carlos Eugênio Libano
1004|Monteiro, Hamilton de Mattos
1005|Silva, Fabiana Santos de Oliveira e
1006|Motta Sobrinho, Alves
1007|Levine, Robert M.
1008|Lessa, Francisco de Paula Mayrink
1009|Leuenroth, Edgard
1011|Moura, Paulino Rolim de
1012|Motta Filho, Cândido
1013|Sarmento, Cléa
1014|Marcondes Filho, Alexandre
1015|Belém, José Furtado
1017|Azevedo, Manuel Duarte Moreira de
1018|Chasin, J.
1019|Mortada, Nelson
1020|Calmon, Francisco Marques de Goes
1021|Tomaz, Fernando
1023|Cavalcanti, Zélia
1025|Skidmore, Thomas E.
1026|Jaguaribe, Hélio
1027|Costa, Francisco Augusto Pereira da
1028|Guerra, Luíz Bivar
1029|Dassin, Joan
1030|Abreu, Martha
1031|Alves, Francisco das Neves
1033|INSTUTITO DE PROGRAMAÇÃO E ORÇAMENTO
1036|UNESCO
1037|UNIVERSIDADE FEDERAL DO CEARÁ. Pró Reitoria de Extensão
1039|ENCONTRO NACIONAL DE PROGRAMAS CRUTACS
1040|Mota, Fernando de Oliveira
1041|SENAI
1042|MUSEU VILLA-LOBOS
1043|Passarinho, Jarbas
1044|Romeu, José Raimundo
1045|Candotti, Ênnio
1046|Chiappini, Lígia
1047|Birman, Joel
1048|Vilhena, Luís Rodolfo
1049|Drummond, Roberto
1050|Santos, Joel Rufino dos
1052|Martins, Maria Helena
1053|Queiróz, Bartolomeu Campos de
1054|Bornhein, Gerd
1055|Marcondes, Danilo
1057|Maria, Luzia de
1058|Tavares, Luís Edmundo
1059|Abreu, Marcelo de Paiva
1060|Helou, Gisela Nascimento
1061|Vasconcelos, Miguel Couto de
1062|Maffei, Reynaldo
1063|Seabra, Odette C. de Lima
1064|Branco, Catullo
1065|Beiguelman, Paulo
1066|Souza, Guaracy de Paula
1067|Pontes, José Alfredo O. Vidigal
1070|Araujo, Alcione
1071|Aquino, Adriano de
1072|Neves, Lucília de Almeida
1073|Oliveira, Maria Teresa Ribeiro de
1074|Melo, Hildete Pereira de
1075|Matos, Ralfo
1076|Brito, Fausto
1077|Souza, Joseane de
1078|Campos, Maria Verônica
1079|Gonçalves, Andrea Lisly
1080|Silva, Leonardo Viana da
1081|Paiva, Clotilde Andrade
1082|Botelho, Tarcísio Rodrigues
1083|Guimarães, Berenice Martins
1084|Azevedo, Sérgio de
1085|Silva, Regina Helena Alves da
1086|Venâncio, Renato Pinto
1087|Domingues, Angela
1089|Alencastro, Luís Felipe de
1091|Pinto, João da Rocha
1092|Roosevelt, Anna Curtenius
1093|Tonelli, Nicelio Cesar
1095|Silva, Francisco Ribeiro da
1097|Rocha, Carmen Lúcia Antunes
1099|Souza, Renato Cesar José de
1100|Santos, Eugênio dos
1101|Queiróz, Maria Luíza Bertulini
1102|Flores, Hilda Agnes Hübner
1103|Piccolo, Helga Iracema Landgraf
1104|Gedoz, Sirlei Teresinha
1105|Vera, Rodrigo
1106|Moreiro Gonzalez, José Antonio.
1107|Linares Columbie, Rodamés
1108|Gil, Bertha Nelly Cardona de
1109|Restrepo, Irma Isaza
1110|Herrera Cortez, Rocio
1111|Correa Velez, Jorge Ivan
1112|Werneck, Maria Aparecida R.
1113|Monclar, Jorge
1114|Perissinotto, Renato Monseff
1115|Tota, Antônio Pedro
1117|Calado, Aderito
1118|Carvalho, José Geraldo Vidigal de
1119|Castro, Celso
1120|Donato, Hernani
1121|Flores, Elio Chaves
1122|Flores, Moacyr
1123|Fontana, Desiderio Alfredo
1124|Bertonha, João Fábio
1125|Lima, Vilma Marcelino de
1126|Cancelli, Elizabeth
1128|Horta, Raul Machado
1129|Haguette, Teresa Maria Frota
1130|Cadavid Arango, Carlos A.
1131|Dollar, Charles
1132|Lobo, Diva Luiza Sant'Anna
1133|Paes, Marilena Leite
1134|Gonzalez Garcia, Pedro
1135|Couto, Miriam Yanitchkis
1136|Figueira, Nisicler Moreira
1137|Aquino, Lea de
1138|Chagas, Mario de Souza
1139|Godoy, Solange de Sampaio
1140|Bittencourt, Jorge
1141|Fernandes, Lia Silvia Peres
1142|Tostes, Vera Lúcia Bottrel
1143|Portugal, Denise
1144|Bittencourt, José
1145|Bandeira, Rosangela de Almeida Costa
1146|Salles, Eliana Balbina
1147|Kerbauy, Maria Teresa Miceli
1148|Ayerbe, Luís Fernando
1149|Souza, Susana Bleil de
1150|Gebran, Philomena
1151|Bakos, Margaret Marchiori
1152|Torres, Luíz Henrique
1153|Schallenberger, Erneldo
1154|Kern, Arno Alvarez
1155|Muria, José Maria
1156|Calil, Maria Izabel
1157|Secomandi, Elcio Rogerio
1158|Cunha, Maria de Fátima da
1159|Pelegrini, Sandra de Cássia Araújo
1160|Ferraz, Francisco Cesar Alves
1161|Goes, Eda
1162|Santos Filho, Lycurgo de Castro
1163|Souza Filho, João Dias
1164|Evangelista, José Geraldo
1165|Rodrigues, Avelar
1166|Guerra, Mario de Lima
1167|Cardoso, Álvaro
1168|Faria, Albair de Carvalho
1169|Correia Neto, Jonas de Morais
1170|Pupo, Celso Maria de Mello
1171|Carvalho, Roberto Machado
1172|Vargas, Túlio
1173|Cezar, Adilson
1174|Santos, Lucila Moraes
1175|Maciel, Marco Antônio
1176|Vieira, Rejane Maria Lobo
1177|Rodrigues, Maria Lúcia Faria
1178|Botelho, Norma
1179|Almeida, Cícero Antonio Fonseca de
1181|Maio, Marcos Chor
1182|Moog, Marcos Costa Vianna
1184|Wallot, Jean Pierre
1185|ARQUIVOS
1186|Sampaio, Cristina Hennes
1187|Ferreira, Rosilda Arruda
1188|Moraes, Euzi Rodrigues
1189|Borges, Dulcina Tereza Bonati
1191|Vazquez, Manuel
1192|Vazquez De Parga, Margarita
1193|Garibay Alvarez, Jorge
1194|Gonzalez Cícero, Stella Maria
1195|Paler Rincon, Catalina
1196|Araujo, José Carlos Souza
1197|Carvalho, Maria Célia Freire de
1198|Gorenstein, Riva
1199|Wetzel, Herbert Ewaldo
1200|Bergstresser, Rebecca Baird
1201|Silva, Marinete dos Santos
1202|Souza, Sara Regina Silveira de
1203|Silva, Célio Pereira da
1204|Pinto Filho, João Delduck
1205|Machado, Lúcia Regina Peralta Medici
1206|Machado, Geraldo Pinheiro
1207|Barros, Renato Paes de
1208|Oliveira, Geraldo De Beauclair Mendes de
1209|Zemella, Mafalda P.
1210|Loch, Cenilde
1211|Silva, Katia de Carvalho
1212|Soihet, Rachel
1213|Rosa, Lea Brigida Rocha De Alvarenga
1214|Teixeira, Marli Geralda
1218|Viana, Sérgio Besserman
1219|Vieira, Amazile de Hollanda
1220|Telles, Marcus Vinicius
1221|Schulz, Jonh Henry
1222|Sweigart, Joseph Earl
1223|Malan, Pedro Sampaio
1224|Siqueira, Antônio Jorge de
1225|Ferreira, Sérgio de Andrea
1226|Belloto, Manoel Lelo
1227|Tulik, Olga
1228|Dorta, Sônia Ferraro
1229|Santos, Ana Maria dos
1230|Toríbio, Maria Teresa
1231|Hack, Oswaldo Henrique
1233|Pacheco, Darcy
1234|Lima, Lana Lage da Gama
1235|Martins, Valmir
1236|Oliveira, Teresa Cristina C. Brotherhood
1237|Barros, Edy Alvares Cabral de
1238|Almeida, Rufino Porfilio
1239|Guimarães, Paulo
1240|El Karch, Almir Chaiban
1241|Czesnat, Lígia de Oliveira
1242|Hillesheim, Anselmo Antônio
1243|Baldin, Nelma
1244|Moliterno, Dylva Araújo
1245|Langenbuch, Juergen Richard
1246|Cabral, João Batista Pinheiro
1247|Andrade, Djanira Maria Martins de
1248|Machado, Joana Maria
1249|Petry, Sueli Maria Vanzuita
1250|Nordemann, Daniel
1251|Braga, Raimundo Ademar
1252|Ipanema, Cybelle Moreira de
1253|Bossle, Ondina Pereira
1254|Maciel, Dulce Portilho
1255|Weiner, Jeny T.
1256|Brito, Sócrates Quintino da Fonseca
1257|Baptista Júnior, Abner Simões
1258|Barros, Vera Lúcia Fregonese
1259|Weyrauch, Cléia Schiavo
1260|Damiani, Stela Maria
1261|Silva, Moacir Fecury Ferreira da
1262|Barman, Roderick James
1264|Assuf, Maurício
1265|Garcia, Leônidas Franco
1266|Barros, Orlando
1267|Altoé, Geraldo
1269|Cavalcanti, Edward Robinson de Barros
1270|Coelho, Geraldo Mártires
1271|Lima, Regina Márcia de Jesus
1272|Padilha, Sylvia Fernandes
1273|Albuquerque Júnior, Hildiberto Ramos Cavalcante de
1274|Leite, Glacyra Lazzarini
1275|Castro, Henrique Luttgardes Cardoso de
1276|Boehrer, George C. A
1277|Xavier, Berenice
1278|Colombini, Duilio
1279|Rubio, Aparecida
1281|Calmon, Pedro
1282|José, Olga Aziz
1283|Moreira Neto, Carlos de Araújo
1284|Azedo, Maria de Nazareth Capiberibe
1285|Benevides, Maria Vitória de Mesquita
1286|Moura, Gerson
1287|Paula, Luíz Nogueira de
1288|Araujo Filho, J. R. de
1289|Knowlton, Clark S
1290|Magalhães, Basílio de
1291|Colombi, Luíz Vendelino
1292|Aita, Nella
1293|Franco, Afonso Arinos de Melo
1295|Schuch Júnior, Victor Francisco
1296|Brandão, Berenice Cavalcante
1297|Meirinho, Jali
1298|Villela, Wilsea Vieira
1299|Kehl, Flávio Inácio
1300|Nordemann, Lycia Maria da Costa Pinto Moreira
1301|Gomez Ruis, Luís E.
1302|Barros, Roque Spencer Maciel De
1303|Hubener, Laura Machado
1304|Pick, Reinaldo João
1305|Monteiro, Jaecyr
1306|Goldwasser, Maria Júlia
1307|Orico, Osvaldo
1308|Barreto, Marcia Therezinha S
1309|Aufderheid, Patrícia Ann
1310|Swaelen, Edward Joaquim A.
1311|Cerqueira, Eli Diniz
1312|Saraiva, Luíza Maria Magalhães
1313|Paula, Eurípedes Simões de
1314|Andrade, Rômulo Garcia de
1315|Graham, Sandra Lauderdale
1316|Cruz, Paulo Werneck da
1317|Leite, Heloisa Moreira Lima
1318|Mörner, Magnus
1319|Dias, Manuel
1320|Morton, Francis William Orde
1321|Bittencourt, Gabriel Augusto de Mello
1322|Franco, Gustavo Henrique Barroso
1323|Strozenberg, Flora
1324|Correa, Martha Edwards
1325|Carrazedo, Renato Octávio
1326|Fiori Neto, Francisco
1327|Carvalho, Darcy
1328|Guerzoni Filho, Gilberto
1330|Ferreira, Tania Maria Tavares Bessone da Cruz
1331|Cunha, Isabel Maria Ribeiro Ferin
1332|Fonseca, Vítor Manoel Marques da
1333|Bernardes, Maria Theresa Caiuby Crescenti
1334|Petraukas, Maria Evilmardes Dantas
1335|Neves, Guilherme P. C. Pereira das
1336|Lopes, Luís Carlos
1337|Lara, Silvia Hunold
1338|Birkholz, Andreas
1339|Ribeiro, Gladys Sabina
1340|Valla, Victor Vincet
1341|Camargo, Aspásia Alcântara de
1342|Motta, Dilza Fonseca da
1343|Mendonça, Paulo Knauss de
1344|Cavalcanti, Carlos Brandão
1345|Rabello, Elisabeth Darwiche
1347|Rabello, David
1349|Sanches, Marcos Guimarães
1350|Dias, Claudete Maria Miranda
1351|Sena, Valmor Bonifácio de
1352|Vassilieff, Irina
1353|Farias, Vilson Francisco de
1354|Esteves, Marta de Abreu
1355|Kurtz, Clara Marli Scherer
1356|Salvadori, Maria Angela Borges
1359|Barbosa, Jorge Luís
1360|Graça Filho, Afonso de Alencastro
1361|Draibe, Sônia Miriam
1362|Garner, Lydia Magalhães N.
1364|Martinello, Pedro
1365|Kushnir, Beatriz
1366|Lenharo, Alcir
1367|Beattie, Peter M
1368|Aguiar, Luíz Antônio
1369|Alencar, Alfredo Arraes
1371|Barbalho, Célia Regina Simonetti
1372|Cabral, Maria Luisa
1373|Ayala, Walmir
1374|Barral Gomez, Angel
1375|Bernabéu Albert, Salvador
1376|Almeida, Alberto Carlos Melo de
1377|Alvarenga, Lídia
1378|Andrade, Milton
1379|Alves, Paulo
1380|Castrillo Mazeres, Francisco
1381|Almeida, Maria Amélia
1382|Anderson, Edviges M. Loris
1383|Anthony, B
1384|Bertucci, Liane Maria
1385|Bert, Brigitte
1386|Blay, Eva Alterman
1387|Barreiro, Iraide Marques de Freitas
1388|Borges, Maria Eliza Linhares
1389|Brasil, Themístocles Paes de Souza
1390|Caldeira, Paulo da Terra
1391|Calixto, José Antônio
1392|Campos, Alzira Lobo de Arruda
1394|Carneiro, Davi Antônio da Silva
1395|Ceravolo, Suely Moraes
1396|Castro, Hebe Maria Mattos de
1397|Correia Júnior, Lucídio
1398|Costa, Odah Regina Guimarães
1399|Cruz, Diniz Ferreira da
1400|Cunha, Míriam Vieira da
1401|Dias, José Luciano de Mattos
1402|Creddo, Maria do Carmo Sampaio Di
1403|Gianni, Tércio Pereira Di
1404|Fernandes, Melle Vellozo
1405|Fernandez Aponte, Irene
1406|Ferraz, Vera Maria de Barros
1408|França, Aluízio
1409|Galvão, Olímpio J. de Arroxelas
1410|Lima, Maria Regina Soares de
1411|Cheibub, Zairo Borges
1412|Soares, Maria de Lourdes
1413|Pereña, Luciano
1414|Menije, Antônio M. Molina
1415|Gambra, Rafael
1416|Rodriguez Cruz, Agueda Maria
1417|Ortiz Rescaniere, Alejandro
1418|Ligorred, Francesc
1419|Pereira, Marco Antônio Velho
1420|Couto, José Vieira do
1421|Rivadulla, Daniel
1422|Paulino, Graça
1423|Lacave, José Luís
1424|Portilheiro, Joaquim
1425|Garcia, Ronaldo Aurélio Gimenes
1426|Garcia, Maria Angélica Momenso
1427|Gaspar, Lúcia Maria Coelho de Oliveira
1428|Gil, Benedito Miguel
1429|Gil, Célia Maria Carcagnolo
1430|Glezer, Raquel
1431|Gonçalves Neto, Wenceslau
1433|Leindecrer, Dália Tavares
1434|Lucci, Maria Luiza de Almeida
1435|Kremer, Jeannette Marguerite
1436|Oliveira, Maria José de
1437|Lancaster, Frederick Wilfrid
1438|Leite, Beatriz Westin de Cerqueira
1439|Lewkowicz, Ida
1440|Lima, Agostinho Machado de
1441|Lima Júnior, Olavo Brasil de
1442|Lopes, Francisco
1443|Lopes, Maria Ines
1444|Marchi, Euclides
1445|Marcondes, Carlos Henrique
1446|Martin, Gabriela
1447|Martins, Romário
1448|Martins, Silvia Helena Zanirato
1449|Pinheiro, Paulo Sérgio de M. S
1450|Andrada, Bonifácio de
1452|Brittes, Maria Teresa Toríbio
1453|Balcacer, Juan Daniel
1454|Garcia Arevaldo, Manuel A.
1455|Alonso Baquer, Miguel
1456|Carrete Parrondo, Carlos
1457|Cròs, Claudi R
1458|Palacios Preciado, Jorge
1459|Ospina Restrepo, Juan Manuel
1461|Murillo Sanchez, Jacqueline
1462|Ramirez Deleón, José Antonio
1463|Orozco, Rodrigo
1464|Mejía Echeverri, Myriam
1465|Klasinc, Peter Pavel
1466|Lendenmann, Fritz
1467|Lomu, Juhani
1468|Oprea, Florea
1469|Jayot, Franz
1470|Martinovsky, Ivan
1471|Sulavik, Jan
1472|Demsky, Gabor
1473|Mestayer, Monique
1474|Bogadottir, Svanhildur
1476|Kivimae, Juri
1477|Sewell, James R.
1478|Tornel Cobacho, Cayetano
1479|Lohr, Wolfgang
1480|Raceva, Amália
1482|Almeida, Maurílio Augusto de
1483|Almeida, Paulo Roberto de
1484|Amaral, Pedro Ferraz do
1485|Andrade, Mario de
1486|Andrade, Wilma Therezinha Fernandes de
1487|Araújo, João Hermes Pereira de
1488|Vaganov, Fiodor Mijailovich
1489|Dureau, Jeanne-Marie
1490|Rhys-lewis, Jonathan
1493|Seibert, Ann
1494|Ferreira, Marco Antônio Costa
1495|Costa, Célia Maria Leite
1497|Fortanier, Arnaud Ramiere de
1498|Giannarelli, Ansano
1500|Grispo, Renato
1501|Litzen, Veikko
1502|Naugler, Harold
1503|Mesoraca, Giuseppe
1504|Ruggiero, Maria Grazia Pastura
1505|Parrini, Umberto
1506|Valente, Adriana
1509|Doyle, Murielle
1510|Freniere, Andre
1512|ARQUIVO PÚBLICO DO ESTADO DO RIO GRANDE DO SUL
1513|Avancini, José Augusto
1514|Avila, Affonso
1515|Gentijo, João Marcos Machado
1516|Machado, Reinaldo Guedes
1517|Avila, Vicente Fidelis de
1518|Azevedo, Aroldo de
1519|Azevedo, Celia Maria Marinho de
1520|Barreto, Abílio
1521|Bekerman, Marta
1524|Brossard, Paulo
1527|Caillaux, Elisa L.
1528|Moraes, Rubens Borba de
1529|Campos, Rui Ribeiro de
1531|Cardenas, Eduardo
1532|Costa, Homero de Oliveira
1533|Coutinho, Laura Maria
1534|Cunha, Fernando Whitaker da
1537|Diniz, Eli
1538|Ferrari, Sueli Martini
1539|Diniz, Simone Maria Lopes Cancado
1540|Dummond, Roberto
1541|Falcão, Luís Felipe
1543|Aloufi, Zohar
1544|Arce Gonzalez, Maria Cecília
1545|Duprat, Regis
1546|Baltazar, Carlos Alberto
1548|Castro, Maria João Padez de
1549|Capelo, Ludovina Cartaxo
1550|Cerri, Roberto
1551|Cruz, Marlene Dely
1552|Elias, Isis Baldindi
1554|Esguerra Pardo, Nicolas Boris
1556|Garbay Alvarez, Jorge
1557|Gautier, Henrik D.
1558|Magalhães, José Carlos de
1559|Guarasci, Roberto
1560|Fernadez Aponte, Irene
1561|Ferreira, Muniz G.
1563|Freitas, Eduardo de
1565|Gluck, Carol
1566|Gomes Filho, Elísio
1567|Gordo, Ana Paula
1568|Pinto, Eunice Silva
1569|Vaz, Júlio
1570|Gutierrez, Lúcio
1571|Isaías, Arthur Cesar
1572|Leite, A. Roberto de Paula
1573|Desser, Jeffrey
1574|London, Valéria
1575|Lucchese, Maria Luiza
1576|Machado, Luís Oliveira
1577|Magalhães Júnior, Raimundo
1578|COMPANHIA ENERGÉTICA DE MINAS GERAIS
1579|Malerba, Jurandir
1580|Martins, Ana Paula Vosne
1581|Meirelles, William Reis
1582|Melo, José Geraldo Bandeira de
1583|Jaramillo Uribe, Jaime
1584|Krogh, Tyge
1585|Ljasuk, Jalina
1586|Margarita Rendon, Glória
1587|Massabo'ricci, Isabella
1588|Carassi, Marco
1589|Noel, Ginette
1591|Palayret, J. M.
1592|Montejo, Paulino
1593|Moraes, Antônio Santos
1594|Mourão-ferreira, David
1595|Nascimento, Anna Amélia Vieira
1596|Neves, Gleise Heisler
1597|Nunes, Henrique Barreto
1598|Nunes, João Roberto Oliveira
1600|Pedro, Joana Maria
1601|Pereira, Maria Aparecida da Costa
1602|Pinto, Leonor Gaspar
1604|Pupo, Benedito Barbosa
1607|ARQUIVO PÚBLICO ESTADUAL (Pernambuco)
1608|Krommer-benz, Magdalena
1609|ARQUIVO NACIONAL (Brasil). Divisão de Publicações. Biblioteca
1611|Buck, Solon J.
1613|Della Cava, Olha
1614|NAÇÕES UNIDAS. Biblioteca
1615|Evans, Frank B.
1616|SERVICIO NACIONAL DE MICROFILM (ESPANHA)
1617|Bray, Mayfield S
1618|Waffen, Leslie C.
1619|Lang, Elfrieda
1620|LIBRARY FRANKLIN D. ROOSEVELT
1622|Thomas, Joe Doan
1623|Queirós, Abílio
1624|Rambaud, Isabelle
1625|Rodrigues, Manuel Augusto
1626|ARQUIVO NACIONAL DA TORRE DO TOMBO (Portugal)
1627|DIRECTION DES ARCHIVES DE FRANCE. Institut de Recherche et D'histoire de Textes
1628|ARCHIVES DEPARTEMENTALES, BOUCHES-DU-RHONE
1629|Hildesheimer, Francoise
1630|PORTUGAL. Ministério da Habitação e Obras Públicas. Secretaria Geral. Divisão de
1631|NATIONAL ARCHIVES (India)
1632|INDIAN HISTORICAL RECORDS COMMISSION
1633|Moideen, P.S.M.
1634|PUBLIC ARCHIVES
1635|Mallet, B
1636|Gillis, Peter
1637|Wright, Glenn T.
1638|Cook, Terry
1639|Plante, Denis
1641|ESTRADA GARDUNO, Jesus
1642|Ruiz Aguilar, Armando
1643|Aguilar Montes, Miguel
1644|Solorzano Garibay, Cristina
1645|Ortiz Monasterio, Leonor
1646|Sepulveda Amor, Margarita
1647|Zamora Patino, Marthe Patricia
1648|Alvarado Guzman, Rosaura e
1649|Barreda Reines, Maria Soledad
1650|Rondinelli, Rosely Curi
1651|Bernal Navaez, Fermin
1652|Bonifacio Alva, Efrain
1653|Bustard, Bruce
1654|Camillo, Ema Elizabeth Rodrigues
1655|Campos Hernandez, Maria Cruz
1656|Porras Cornejo, Juana
1657|Garcia Flores, Librada
1658|Cruz Hernandez, Humberto
1659|Flores Cuenca, Miguel Angel
1660|Olvera Campos, Fernando
1661|Mclaughlin, Patrick D.
1662|Kelsay, Laura E.
1663|ARCHIVES NATIONALES (Quebec)
1665|Malan, Nancy
1666|Thomas, Charles
1668|ARQUIVO PUBLICO ESTADUAL
1670|Vasco De Escudero, Grecia
1672|Bezerra, Manoel Jacome
1675|Rocha, Oswaldo Porto
1676|Carvalho, Lia de Aquino
1677|Rodrigues, João Carlos
1678|Salomão, Paulo Cesar
1679|Scisinio, Alaor Eduardo
1680|Serra Júnior, Benedito da Silva
1681|Silva, Ana Cristina Teodoro da
1682|Silva, José Ribeiro da
1683|Silva, Kleber Pinto
1684|Silva, Nelson do Valle
1686|INSTITUTO BRASILEIRO DE BIBLIOGRAFIA E DOCUMENTAÇÃO
1687|ARQUIVO EDGARD LEUENROTH
1689|Pinto, Estevão
1691|BRASIL. Câmara dos Deputados
1692|ARQUIVO PÚBLICO DO ESTADO DE SANTA CATARINA
1693|ARCHIVO PÚBLICO DO ESTADO DO RIO GRANDE DO SUL
1694|PERNAMBUCO. Secretaria do Governo
1695|BRASIL. Tratados
1696|UNIVERSIDADE ESTADUAL DE CAMPINAS. Centro de Memória
1697|LIBRARY OF CONGRESS
1698|ARCHIVES NATIONALES (Canada)
1699|Santos, H. Madureira dos
1700|Carone, Edgard
1701|BRASIL. Ministério do Trabalho, Indústria e Comércio. Departamento Nacional do Comércio
1702|Gage, Jean
1704|Osório, João de Castro
1705|Casanova, Eugênio
1707|Zendegui, Zéndegui De
1708|ARCHIVO HISTÓRICO DE BUENOS AIRES
1710|SISTEMA FINANCEIRO DE HABITAÇÃO
1712|Cortes Alonso, Vicenta
1713|NATIONAL ARCHIVES AND RECORDS SERVICE (Estados Unidos)
1714|Hess, Jerry H.
1715|Hill, Roscoe R.
1716|Duniway, David C.
1717|Oliveira, Thalita de
1718|BUNDESARSHIVS  (Koblenz)
1719|FUNDAÇÃO PARA O DESENVOLVIMENTO DA REGIÃO METROPOLITANA DO RIO DE JANEIRO
1720|Neelameghan, A.
1721|UNESCO. Committe on Education and Training Policy and Programme
1722|ESCRIBA INDUSTRIA E COMÉRCIO DE MÓVEIS LTDA
1723|CENTRE D'INFORMATION DU MATERIEL ET DES ARTICLES DE BUREAU
1724|Rodriguez Barredo, Júlia Maria
1725|ARQUIVO PÚBLICO DO ESTADO DO RIO DE JANEIRO
1726|Arantes, Luíz Antônio Valle
1727|ARQUIVO PÚBLICO E HISTÓRICO DO MUNICÍPIO DE RIO CLARO
1729|Pagnocca, Ana Maria Penha Mena
1730|Camargo, Sílvia Aparecida Xavier de
1732|Vettoretti, Amadio
1735|Cardenas, Carlos Alberto Zapata
1736|Silva Telles, Antônio Carlos da
1737|A. Mader, Ernesto J
1739|Almecija B., Juan
1740|Arias, David
1741|Bornhausen, Robert Konder
1742|Batista Gonzales, Juan
1743|Beerman, Eric
1744|Garcia, José Manuel
1745|Castellani, José
1746|Celestino, Antônio
1747|Amado, Jorge
1748|Collison, Robert L
1749|COMISSÃO NACIONAL PARA AS COMEMORAÇÕES DOS DESCOBRIMENTOS PORTUGUESES
1751|Cortesão, Jaime
1753|Costa, Átila Alves e
1754|Costa, João Paulo Oliveira e
1755|Rodrigues, Victor Luís Gaspar
1757|Eiras Roel, Antônio
1758|Rey Castelão, Ofélia
1759|Fisher, John R.
1760|FUNENSEG. Superintendencia de Ensino. Biblioteca
1761|Thomé, Virgínia Lúcia Pereira de Souza
1762|Gandavo, Pero de Magalhães
1763|Gomez Perez, Carmen
1764|INSTITUTO DO PATRIMÔNIO ARTÍSTICO E CULTURAL DA BAHIA
1766|ARCHIVO NACIONAL (Cuba)
1767|THE NATIONAL ARCHIVES, ESTADOS UNIDOS
1768|AMERICAN LIBRARY ASSOCIATION
1770|Duchein, Michel
1771|Lafontaine, Raymond H.
1772|Gomez De Salazar, Eduardo de Fuentes
1773|Guerra, Francois Xavier
1775|Cals, Soraia
1776|Ferraz, Eugênio
1777|Fraiz, Priscila Moraes Varella
1778|Glenisson, Jean Louis
1779|Huzar, Emmanuel
1780|Estienne, Michel
1781|Roux, Lucie
1782|Lebringand, Yvette
1783|Mouradian, Georges
